tweet_id,favorite_count,retweet_count,created_at,Character
1070502172662603776,14,2,Thu Dec 06 02:16:21 +0000 2018,Ross
1070500368360980480,0,0,Thu Dec 06 02:09:11 +0000 2018,Ross
1070496337832099840,0,0,Thu Dec 06 01:53:10 +0000 2018,Ross
1070495096045531136,0,0,Thu Dec 06 01:48:14 +0000 2018,Ross
1070490933588824065,1,0,Thu Dec 06 01:31:41 +0000 2018,Ross
1070489639855767553,0,0,Thu Dec 06 01:26:33 +0000 2018,Ross
1070484329720102912,3,0,Thu Dec 06 01:05:27 +0000 2018,Ross
1070480308498137088,0,0,Thu Dec 06 00:49:28 +0000 2018,Ross
1070478297321144320,0,0,Thu Dec 06 00:41:29 +0000 2018,Ross
1070477599439314944,5,0,Thu Dec 06 00:38:42 +0000 2018,Ross
1070470479046238209,5,0,Thu Dec 06 00:10:25 +0000 2018,Ross
1070457016483758081,1,0,Wed Dec 05 23:16:55 +0000 2018,Ross
1070456860854104064,3,0,Wed Dec 05 23:16:18 +0000 2018,Ross
1070454726725173248,7,0,Wed Dec 05 23:07:49 +0000 2018,Ross
1070453336648896512,2,0,Wed Dec 05 23:02:18 +0000 2018,Ross
1070447996280557568,0,0,Wed Dec 05 22:41:04 +0000 2018,Ross
1070443791780212738,1,0,Wed Dec 05 22:24:22 +0000 2018,Ross
1070433416338948096,1,0,Wed Dec 05 21:43:08 +0000 2018,Ross
1070425454362931208,0,0,Wed Dec 05 21:11:30 +0000 2018,Ross
1070425410452766720,1,0,Wed Dec 05 21:11:20 +0000 2018,Ross
1070423745917931520,0,0,Wed Dec 05 21:04:43 +0000 2018,Ross
1070420134085447680,1,0,Wed Dec 05 20:50:22 +0000 2018,Ross
1070417747505373184,0,0,Wed Dec 05 20:40:53 +0000 2018,Ross
1070415196622123010,0,0,Wed Dec 05 20:30:44 +0000 2018,Ross
1070408854440042496,5,2,Wed Dec 05 20:05:32 +0000 2018,Ross
1070405403391991808,1,0,Wed Dec 05 19:51:49 +0000 2018,Ross
1070404196480954368,2,1,Wed Dec 05 19:47:02 +0000 2018,Ross
1070400921958604800,0,0,Wed Dec 05 19:34:01 +0000 2018,Ross
1070391105802379264,2,0,Wed Dec 05 18:55:01 +0000 2018,Ross
1070383612573437952,1,0,Wed Dec 05 18:25:14 +0000 2018,Ross
1070382106361106432,0,0,Wed Dec 05 18:19:15 +0000 2018,Ross
1070380640418312193,1,0,Wed Dec 05 18:13:26 +0000 2018,Ross
1070377917019054081,0,0,Wed Dec 05 18:02:36 +0000 2018,Ross
1070369543623716866,1,0,Wed Dec 05 17:29:20 +0000 2018,Ross
1070369284285755394,3,0,Wed Dec 05 17:28:18 +0000 2018,Ross
1070368835977601024,0,0,Wed Dec 05 17:26:31 +0000 2018,Ross
1070368494510841856,6,0,Wed Dec 05 17:25:10 +0000 2018,Ross
1070365288921731072,2,0,Wed Dec 05 17:12:25 +0000 2018,Ross
1070365070755028993,3,0,Wed Dec 05 17:11:33 +0000 2018,Ross
1070360916955402240,1,0,Wed Dec 05 16:55:03 +0000 2018,Ross
1070360675116085249,2,0,Wed Dec 05 16:54:05 +0000 2018,Ross
1070360650763792384,19,0,Wed Dec 05 16:54:00 +0000 2018,Ross
1070353623085957122,16,3,Wed Dec 05 16:26:04 +0000 2018,Ross
1070350264056582144,1,0,Wed Dec 05 16:12:43 +0000 2018,Ross
1070349396410281985,3,0,Wed Dec 05 16:09:16 +0000 2018,Ross
1070334045748379649,1,0,Wed Dec 05 15:08:17 +0000 2018,Ross
1070321290777649159,2,0,Wed Dec 05 14:17:35 +0000 2018,Ross
1070320677813739520,5,0,Wed Dec 05 14:15:09 +0000 2018,Ross
1070312541589397504,0,0,Wed Dec 05 13:42:50 +0000 2018,Ross
1070309044793991168,13,0,Wed Dec 05 13:28:56 +0000 2018,Ross
1070305514033172487,0,0,Wed Dec 05 13:14:54 +0000 2018,Ross
1070297732051558401,0,0,Wed Dec 05 12:43:59 +0000 2018,Ross
1070272555490136065,0,0,Wed Dec 05 11:03:56 +0000 2018,Ross
1070267706325139457,0,0,Wed Dec 05 10:44:40 +0000 2018,Ross
1070261818793254913,0,0,Wed Dec 05 10:21:16 +0000 2018,Ross
1070241596732514304,0,0,Wed Dec 05 09:00:55 +0000 2018,Ross
1070221120241049601,10,3,Wed Dec 05 07:39:33 +0000 2018,Ross
1070217218930032641,2,0,Wed Dec 05 07:24:03 +0000 2018,Ross
1070205571112923136,0,0,Wed Dec 05 06:37:46 +0000 2018,Ross
1070193655544246272,1,0,Wed Dec 05 05:50:25 +0000 2018,Ross
1070193280980213760,5,0,Wed Dec 05 05:48:56 +0000 2018,Ross
1070192897524297728,1,0,Wed Dec 05 05:47:24 +0000 2018,Ross
1070188553265704961,0,0,Wed Dec 05 05:30:08 +0000 2018,Ross
1070185181506621440,6,0,Wed Dec 05 05:16:45 +0000 2018,Ross
1070185017484165120,2,0,Wed Dec 05 05:16:05 +0000 2018,Ross
1070183178294312960,0,0,Wed Dec 05 05:08:47 +0000 2018,Ross
1070182646871941120,10,0,Wed Dec 05 05:06:40 +0000 2018,Ross
1070175098076717056,1,0,Wed Dec 05 04:36:40 +0000 2018,Ross
1070158671013912577,1,0,Wed Dec 05 03:31:24 +0000 2018,Ross
1070155130895519745,1,0,Wed Dec 05 03:17:20 +0000 2018,Ross
